NO,hospital_name,ykiho,doctor_info,specialties,source_file,num_doctors,num_dentists,num_korean_med,category,radiology,internal_medicine,oriental_neuropsychiatry,anesthesiology_pain,rehabilitation_medicine,occupational_medicine,oral_maxillofacial_surgery,surgery,emergency_medicine,acupuncture,family_medicine,ophthalmology,orthopedic_surgery,psychiatry,periodontology,pediatrics,cardiothoracic_surgery,lab_medicine,prosthodontics,oral_pathology,plastic_surgery,radiation_oncology,dentistry,ent,conservative_dentistry,urology,orthodontics,oral_medicine,preventive_medicine,dermatology,pediatric_dentistry,neurosurgery,tuberculosis,nuclear_medicine,oriental_internal,integrated_dentistry,dental_radiology,neurology,oriental_obgyn,oriental_rehab,obstetrics_gynecology,pathology,total_medical_staff,category_en,radiology,internal_medicine,oriental_neuropsychiatry,anesthesiology_pain,rehabilitation_medicine,occupational_medicine,oral_maxillofacial_surgery,surgery,emergency_medicine,acupuncture,family_medicine,ophthalmology,orthopedic_surgery,psychiatry,periodontology,pediatrics,cardiothoracic_surgery,lab_medicine,prosthodontics,oral_pathology,plastic_surgery,radiation_oncology,dentistry,ent,conservative_dentistry,urology,orthodontics,oral_medicine,preventive_medicine,dermatology,pediatric_dentistry,neurosurgery,tuberculosis,nuclear_medicine,oriental_internal,integrated_dentistry,dental_radiology,neurology,oriental_obgyn,oriental_rehab,obstetrics_gynecology,pathology,radiology,internal_medicine,oriental_neuropsychiatry,anesthesiology_pain,rehabilitation_medicine,occupational_medicine,oral_maxillofacial_surgery,surgery,emergency_medicine,acupuncture,family_medicine,ophthalmology,orthopedic_surgery,psychiatry,periodontology,pediatrics,cardiothoracic_surgery,lab_medicine,prosthodontics,oral_pathology,plastic_surgery,radiation_oncology,dentistry,ent,conservative_dentistry,urology,orthodontics,oral_medicine,preventive_medicine,dermatology,pediatric_dentistry,neurosurgery,tuberculosis,nuclear_medicine,oriental_internal,integrated_dentistry,dental_radiology,neurology,oriental_obgyn,oriental_rehab,obstetrics_gynecology,pathology,province,city
11,의료법인 온그룹의료재단 온병원,JDQ4MTAxMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ4MiQyNjEwMDIjNjEjJDEjJDgjJDgz,"총 인원 : 79명 (의사 : 75, 치과의사 : 2, 한의사 : 2)","내과 (17), 신경과 (3), 정신건강의학과 (2), 외과 (8), 정형외과 (4), 신경외과 (4), 심장혈관흉부외과 (1), 성형외과 (2), 마취통증의학과 (5), 산부인과 (2), 소아청소년과 (2), 이비인후과 (2), 비뇨의학과 (1), 영상의학과 (6), 방사선종양학과 (1), 병리과 (2), 진단검사의학과 (1), 재활의학과 (1), 가정의학과 (3), 응급의학과 (2), 직업환경의학과 (2), 예방의학과 (1), 구강악안면외과 (1), 침구과 (1)",hco_info_종합병원_20250518_2200.csv,75,2,2,종합병원,6,17,0,5,1,2,1,8,2,1,3,0,4,2,0,2,1,1,0,0,2,1,0,2,0,1,0,0,1,0,0,4,0,0,0,0,0,3,0,0,2,2,79,general_hospital,6,17,0,5,1,2,1,8,2,1,3,0,4,2,0,2,1,1,0,0,2,1,0,2,0,1,0,0,1,0,0,4,0,0,0,0,0,3,0,0,2,2,6,17,0,5,1,2,1,8,2,1,3,0,4,2,0,2,1,1,0,0,2,1,0,2,0,1,0,0,1,0,0,4,0,0,0,0,0,3,0,0,2,2,부산광역시,부산진구
12,의료법인정화의료재단 봉생기념병원,JDQ4MTAxMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ2MiQzNjEyMjIjNTEjJDEjJDIjJDgz,"총 인원 : 68명 (의사 : 67, 치과의사 : 1, 한의사 : 0)","내과 (15), 신경과 (6), 정신건강의학과 (4), 외과 (3), 정형외과 (2), 신경외과 (5), 마취통증의학과 (2), 산부인과 (2), 소아청소년과 (2), 이비인후과 (1), 비뇨의학과 (1), 영상의학과 (4), 병리과 (1), 진단검사의학과 (1), 재활의학과 (1), 핵의학과 (1), 가정의학과 (1), 응급의학과 (4), 통합치의학과 (1)",hco_info_종합병원_20250518_2200.csv,67,1,0,종합병원,4,15,0,2,1,0,0,3,4,0,1,0,2,4,0,2,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,5,0,1,0,1,0,6,0,0,2,1,68,general_hospital,4,15,0,2,1,0,0,3,4,0,1,0,2,4,0,2,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,5,0,1,0,1,0,6,0,0,2,1,4,15,0,2,1,0,0,3,4,0,1,0,2,4,0,2,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,5,0,1,0,1,0,6,0,0,2,1,부산광역시,동구
13,부산광역시의료원,JDQ4MTAxMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ5OSQyNjE0ODEjODEjJDEjJDYjJDgz,"총 인원 : 68명 (의사 : 64, 치과의사 : 3, 한의사 : 1)","내과 (14), 신경과 (2), 정신건강의학과 (2), 외과 (4), 정형외과 (4), 신경외과 (1), 심장혈관흉부외과 (1), 마취통증의학과 (2), 산부인과 (1), 소아청소년과 (2), 안과 (1), 이비인후과 (1), 피부과 (1), 비뇨의학과 (3), 영상의학과 (4), 병리과 (1), 진단검사의학과 (1), 재활의학과 (1), 가정의학과 (4), 응급의학과 (4), 통합치의학과 (1)",hco_info_종합병원_20250518_2200.csv,64,3,1,종합병원,4,14,0,2,1,0,0,4,4,0,4,1,4,2,0,2,1,1,0,0,0,0,0,1,0,3,0,0,0,1,0,1,0,0,0,1,0,2,0,0,1,1,68,general_hospital,4,14,0,2,1,0,0,4,4,0,4,1,4,2,0,2,1,1,0,0,0,0,0,1,0,3,0,0,0,1,0,1,0,0,0,1,0,2,0,0,1,1,4,14,0,2,1,0,0,4,4,0,4,1,4,2,0,2,1,1,0,0,0,0,0,1,0,3,0,0,0,1,0,1,0,0,0,1,0,2,0,0,1,1,부산광역시,연제구
14,대동병원,JDQ4MTAxMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3OSQ0NjE0ODEjNDEjJDEjJDQjJDgz,"총 인원 : 65명 (의사 : 64, 치과의사 : 1, 한의사 : 0)","내과 (12), 신경과 (2), 정신건강의학과 (1), 외과 (5), 정형외과 (5), 신경외과 (4), 마취통증의학과 (4), 산부인과 (1), 소아청소년과 (3), 이비인후과 (3), 피부과 (1), 비뇨의학과 (2), 영상의학과 (5), 병리과 (1), 진단검사의학과 (1), 재활의학과 (1), 가정의학과 (3), 응급의학과 (7), 통합치의학과 (1)",hco_info_종합병원_20250518_2200.csv,64,1,0,종합병원,5,12,0,4,1,0,0,5,7,0,3,0,5,1,0,3,0,1,0,0,0,0,0,3,0,2,0,0,0,1,0,4,0,0,0,1,0,2,0,0,1,1,65,general_hospital,5,12,0,4,1,0,0,5,7,0,3,0,5,1,0,3,0,1,0,0,0,0,0,3,0,2,0,0,0,1,0,4,0,0,0,1,0,2,0,0,1,1,5,12,0,4,1,0,0,5,7,0,3,0,5,1,0,3,0,1,0,0,0,0,0,3,0,2,0,0,0,1,0,4,0,0,0,1,0,2,0,0,1,1,대구광역시,동구
14,대동병원,JDQ4MTAxMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3OSQ0NjE0ODEjNDEjJDEjJDQjJDgz,"총 인원 : 65명 (의사 : 64, 치과의사 : 1, 한의사 : 0)","내과 (12), 신경과 (2), 정신건강의학과 (1), 외과 (5), 정형외과 (5), 신경외과 (4), 마취통증의학과 (4), 산부인과 (1), 소아청소년과 (3), 이비인후과 (3), 피부과 (1), 비뇨의학과 (2), 영상의학과 (5), 병리과 (1), 진단검사의학과 (1), 재활의학과 (1), 가정의학과 (3), 응급의학과 (7), 통합치의학과 (1)",hco_info_종합병원_20250518_2200.csv,64,1,0,종합병원,5,12,0,4,1,0,0,5,7,0,3,0,5,1,0,3,0,1,0,0,0,0,0,3,0,2,0,0,0,1,0,4,0,0,0,1,0,2,0,0,1,1,65,general_hospital,5,12,0,4,1,0,0,5,7,0,3,0,5,1,0,3,0,1,0,0,0,0,0,3,0,2,0,0,0,1,0,4,0,0,0,1,0,2,0,0,1,1,5,12,0,4,1,0,0,5,7,0,3,0,5,1,0,3,0,1,0,0,0,0,0,3,0,2,0,0,0,1,0,4,0,0,0,1,0,2,0,0,1,1,부산광역시,동래구
15,인제대학교 해운대백병원,JDQ4MTAxMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ4MiQyNjE0ODEjODEjJDEjJDIjJDgz,"총 인원 : 240명 (의사 : 233, 치과의사 : 7, 한의사 : 0)","내과 (60), 신경과 (8), 정신건강의학과 (3), 외과 (21), 정형외과 (10), 신경외과 (5), 심장혈관흉부외과 (4), 성형외과 (3), 마취통증의학과 (14), 산부인과 (9), 소아청소년과 (15), 안과 (6), 이비인후과 (3), 피부과 (2), 비뇨의학과 (3), 영상의학과 (17), 방사선종양학과 (2), 병리과 (5), 진단검사의학과 (4), 재활의학과 (2), 핵의학과 (3), 가정의학과 (7), 응급의학과 (12), 직업환경의학과 (2), 구강악안면외과 (2), 치과보철과 (2), 치주과 (1), 치과보존과 (2), 통합치의학과 (1)",hco_info_종합병원_20250518_2200.csv,233,7,0,종합병원,17,60,0,14,2,2,2,21,12,0,7,6,10,3,1,15,4,4,2,0,3,2,0,3,2,3,0,0,0,2,0,5,0,3,0,1,0,8,0,0,9,5,240,general_hospital,17,60,0,14,2,2,2,21,12,0,7,6,10,3,1,15,4,4,2,0,3,2,0,3,2,3,0,0,0,2,0,5,0,3,0,1,0,8,0,0,9,5,17,60,0,14,2,2,2,21,12,0,7,6,10,3,1,15,4,4,2,0,3,2,0,3,2,3,0,0,0,2,0,5,0,3,0,1,0,8,0,0,9,5,부산광역시,해운대구
16,의료법인 광혜의료재단 광혜병원,JDQ4MTAxMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ2MiQzNjEwMDIjNjEjJDEjJDAjJDgz,"총 인원 : 26명 (의사 : 26, 치과의사 : 0, 한의사 : 0)","내과 (6), 신경과 (1), 외과 (2), 정형외과 (3), 마취통증의학과 (1), 산부인과 (1), 소아청소년과 (1), 이비인후과 (1), 영상의학과 (2), 진단검사의학과 (1), 재활의학과 (3), 가정의학과 (2)",hco_info_종합병원_20250518_2200.csv,26,0,0,종합병원,2,6,0,1,3,0,0,2,0,0,2,0,3,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,26,general_hospital,2,6,0,1,3,0,0,2,0,0,2,0,3,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,6,0,1,3,0,0,2,0,0,2,0,3,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,부산광역시,동래구
17,재단법인천주교부산교구유지재단 메리놀병원,JDQ4MTAxMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3OSQyNjEwMDIjNTEjJDEjJDIjJDgz,"총 인원 : 70명 (의사 : 69, 치과의사 : 1, 한의사 : 0)","내과 (17), 신경과 (2), 정신건강의학과 (2), 외과 (6), 정형외과 (3), 신경외과 (3), 심장혈관흉부외과 (1), 마취통증의학과 (4), 산부인과 (2), 소아청소년과 (2), 안과 (5), 이비인후과 (4), 피부과 (1), 비뇨의학과 (1), 영상의학과 (5), 병리과 (2), 진단검사의학과 (1), 재활의학과 (1), 가정의학과 (3), 구강악안면외과 (1)",hco_info_종합병원_20250518_2200.csv,69,1,0,종합병원,5,17,0,4,1,0,1,6,0,0,3,5,3,2,0,2,1,1,0,0,0,0,0,4,0,1,0,0,0,1,0,3,0,0,0,0,0,2,0,0,2,2,70,general_hospital,5,17,0,4,1,0,1,6,0,0,3,5,3,2,0,2,1,1,0,0,0,0,0,4,0,1,0,0,0,1,0,3,0,0,0,0,0,2,0,0,2,2,5,17,0,4,1,0,1,6,0,0,3,5,3,2,0,2,1,1,0,0,0,0,0,4,0,1,0,0,0,1,0,3,0,0,0,0,0,2,0,0,2,2,부산광역시,중구
18,의료법인 행도의료재단 해동병원,JDQ4MTAxMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ4MiQzNjE4MzIjNjEjJDEjJDQjJDgz,"총 인원 : 29명 (의사 : 29, 치과의사 : 0, 한의사 : 0)","내과 (5), 신경과 (4), 정신건강의학과 (1), 외과 (3), 정형외과 (2), 신경외과 (1), 심장혈관흉부외과 (1), 마취통증의학과 (1), 산부인과 (1), 소아청소년과 (1), 비뇨의학과 (1), 영상의학과 (2), 진단검사의학과 (1), 재활의학과 (1), 가정의학과 (2)",hco_info_종합병원_20250518_2200.csv,29,0,0,종합병원,2,5,0,1,1,0,0,3,0,0,2,0,2,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,4,0,0,1,0,29,general_hospital,2,5,0,1,1,0,0,3,0,0,2,0,2,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,4,0,0,1,0,2,5,0,1,1,0,0,3,0,0,2,0,2,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,4,0,0,1,0,부산광역시,영도구
19,영도병원,JDQ4MTAxMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3MiQyNjE4MzIjNjEjJDEjJDQjJDgz,"총 인원 : 30명 (의사 : 29, 치과의사 : 1, 한의사 : 0)","내과 (8), 신경과 (1), 외과 (6), 정형외과 (3), 신경외과 (1), 마취통증의학과 (1), 산부인과 (1), 소아청소년과 (1), 비뇨의학과 (1), 영상의학과 (2), 병리과 (1), 가정의학과 (3), 직업환경의학과 (1), 통합치의학과 (1)",hco_info_종합병원_20250518_2200.csv,29,1,0,종합병원,2,8,0,1,0,1,0,6,0,0,3,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,30,general_hospital,2,8,0,1,0,1,0,6,0,0,3,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,2,8,0,1,0,1,0,6,0,0,3,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,부산광역시,영도구
20,의료법인은성의료재단좋은삼선병원,JDQ4MTAxMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3MiQyNjE0ODEjNDEjJDEjJDgjJDgz,"총 인원 : 81명 (의사 : 78, 치과의사 : 3, 한의사 : 0)","내과 (18), 신경과 (3), 정신건강의학과 (1), 외과 (3), 정형외과 (8), 신경외과 (4), 심장혈관흉부외과 (1), 마취통증의학과 (4), 산부인과 (2), 소아청소년과 (2), 이비인후과 (1), 비뇨의학과 (2), 영상의학과 (6), 병리과 (1), 진단검사의학과 (1), 재활의학과 (1), 가정의학과 (2), 응급의학과 (5), 직업환경의학과 (3), 통합치의학과 (1)",hco_info_종합병원_20250518_2200.csv,78,3,0,종합병원,6,18,0,4,1,3,0,3,5,0,2,0,8,1,0,2,1,1,0,0,0,0,0,1,0,2,0,0,0,0,0,4,0,0,0,1,0,3,0,0,2,1,81,general_hospital,6,18,0,4,1,3,0,3,5,0,2,0,8,1,0,2,1,1,0,0,0,0,0,1,0,2,0,0,0,0,0,4,0,0,0,1,0,3,0,0,2,1,6,18,0,4,1,3,0,3,5,0,2,0,8,1,0,2,1,1,0,0,0,0,0,1,0,2,0,0,0,0,0,4,0,0,0,1,0,3,0,0,2,1,부산광역시,사상구
21,한국보훈복지의료공단 부산보훈병원,JDQ4MTAxMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ5OSQ0NjEwMDIjNTEjJDEjJDIjJDgz,"총 인원 : 70명 (의사 : 62, 치과의사 : 7, 한의사 : 1)","내과 (14), 신경과 (2), 정신건강의학과 (2), 외과 (3), 정형외과 (3), 신경외과 (3), 심장혈관흉부외과 (1), 마취통증의학과 (2), 산부인과 (2), 소아청소년과 (2), 안과 (2), 이비인후과 (2), 피부과 (2), 비뇨의학과 (5), 영상의학과 (3), 병리과 (1), 진단검사의학과 (1), 재활의학과 (2), 가정의학과 (6), 치주과 (1), 통합치의학과 (5)",hco_info_종합병원_20250518_2200.csv,62,7,1,종합병원,3,14,0,2,2,0,0,3,0,0,6,2,3,2,1,2,1,1,0,0,0,0,0,2,0,5,0,0,0,2,0,3,0,0,0,5,0,2,0,0,2,1,70,general_hospital,3,14,0,2,2,0,0,3,0,0,6,2,3,2,1,2,1,1,0,0,0,0,0,2,0,5,0,0,0,2,0,3,0,0,0,5,0,2,0,0,2,1,3,14,0,2,2,0,0,3,0,0,6,2,3,2,1,2,1,1,0,0,0,0,0,2,0,5,0,0,0,2,0,3,0,0,0,5,0,2,0,0,2,1,부산광역시,사상구
22,삼육부산병원,JDQ4MTAxMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ5OSQyNjEyMjIjNjEjJDEjJDQjJDgz,"총 인원 : 55명 (의사 : 52, 치과의사 : 3, 한의사 : 0)","내과 (10), 신경과 (2), 정신건강의학과 (1), 외과 (3), 정형외과 (3), 신경외과 (2), 심장혈관흉부외과 (1), 마취통증의학과 (1), 산부인과 (1), 소아청소년과 (1), 안과 (1), 이비인후과 (1), 비뇨의학과 (1), 영상의학과 (2), 방사선종양학과 (1), 병리과 (1), 재활의학과 (2), 가정의학과 (2), 응급의학과 (7), 직업환경의학과 (2)",hco_info_종합병원_20250518_2200.csv,52,3,0,종합병원,2,10,0,1,2,2,0,3,7,0,2,1,3,1,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,2,0,0,0,0,0,2,0,0,1,1,55,general_hospital,2,10,0,1,2,2,0,3,7,0,2,1,3,1,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,2,0,0,0,0,0,2,0,0,1,1,2,10,0,1,2,2,0,3,7,0,2,1,3,1,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,2,0,0,0,0,0,2,0,0,1,1,부산광역시,서구
23,의료법인 인당의료재단 부민병원,JDQ4MTAxMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ4MiQyNjE4MzIjNTEjJDEjJDIjJDgz,"총 인원 : 63명 (의사 : 62, 치과의사 : 1, 한의사 : 0)","내과 (13), 신경과 (2), 정신건강의학과 (1), 외과 (3), 정형외과 (13), 신경외과 (4), 심장혈관흉부외과 (3), 마취통증의학과 (4), 산부인과 (2), 소아청소년과 (2), 비뇨의학과 (1), 영상의학과 (6), 병리과 (1), 진단검사의학과 (1), 가정의학과 (1), 응급의학과 (4)",hco_info_종합병원_20250518_2200.csv,62,1,0,종합병원,6,13,0,4,0,0,0,3,4,0,1,0,13,1,0,2,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,2,0,0,2,1,63,general_hospital,6,13,0,4,0,0,0,3,4,0,1,0,13,1,0,2,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,2,0,0,2,1,6,13,0,4,0,0,0,3,4,0,1,0,13,1,0,2,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,2,0,0,2,1,부산광역시,북구
24,구포성심병원,JDQ4MTAxMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ4MiQzNjEyMjIjNzEjJDEjJDgjJDgz,"총 인원 : 32명 (의사 : 31, 치과의사 : 1, 한의사 : 0)","내과 (7), 신경과 (1), 외과 (1), 정형외과 (5), 신경외과 (2), 마취통증의학과 (2), 산부인과 (1), 비뇨의학과 (1), 영상의학과 (3), 진단검사의학과 (1), 가정의학과 (2), 응급의학과 (3), 통합치의학과 (1)",hco_info_종합병원_20250518_2200.csv,31,1,0,종합병원,3,7,0,2,0,0,0,1,3,0,2,0,5,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,1,0,1,0,0,1,0,32,general_hospital,3,7,0,2,0,0,0,1,3,0,2,0,5,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,1,0,1,0,0,1,0,3,7,0,2,0,0,0,1,3,0,2,0,5,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,1,0,1,0,0,1,0,부산광역시,북구
25,의료법인숭인의료재단 김해복음병원,JDQ4MTYyMiM4MSMkMSMkNCMkODkkMzgxMzUxIzExIyQxIyQzIyQ4MiQzNjE4MzIjNTEjJDEjJDYjJDgz,"총 인원 : 44명 (의사 : 43, 치과의사 : 1, 한의사 : 0)","내과 (8), 신경과 (3), 외과 (2), 정형외과 (6), 신경외과 (2), 심장혈관흉부외과 (1), 마취통증의학과 (3), 산부인과 (1), 소아청소년과 (1), 비뇨의학과 (1), 영상의학과 (3), 진단검사의학과 (1), 가정의학과 (1), 응급의학과 (5), 직업환경의학과 (3)",hco_info_종합병원_20250518_2200.csv,43,1,0,종합병원,3,8,0,3,0,3,0,2,5,0,1,0,6,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,3,0,0,1,0,44,general_hospital,3,8,0,3,0,3,0,2,5,0,1,0,6,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,3,0,0,1,0,3,8,0,3,0,3,0,2,5,0,1,0,6,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,3,0,0,1,0,경상남도,김해시
26,동남권원자력의학원원자력병원,JDQ4MTAxMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ4MiQyNjEyMjIjNjEjJDEjJDAjJDgz,"총 인원 : 63명 (의사 : 63, 치과의사 : 0, 한의사 : 0)","내과 (16), 정신건강의학과 (1), 외과 (10), 정형외과 (1), 신경외과 (4), 심장혈관흉부외과 (1), 마취통증의학과 (4), 산부인과 (1), 소아청소년과 (2), 이비인후과 (2), 비뇨의학과 (2), 영상의학과 (4), 방사선종양학과 (3), 병리과 (2), 진단검사의학과 (2), 재활의학과 (1), 핵의학과 (2), 가정의학과 (4)",hco_info_종합병원_20250518_2200.csv,63,0,0,종합병원,4,16,0,4,1,0,0,10,0,0,4,0,1,1,0,2,1,2,0,0,0,3,0,2,0,2,0,0,0,0,0,4,0,2,0,0,0,0,0,0,1,2,63,general_hospital,4,16,0,4,1,0,0,10,0,0,4,0,1,1,0,2,1,2,0,0,0,3,0,2,0,2,0,0,0,0,0,4,0,2,0,0,0,0,0,0,1,2,4,16,0,4,1,0,0,10,0,0,4,0,1,1,0,2,1,2,0,0,0,3,0,2,0,2,0,0,0,0,0,4,0,2,0,0,0,0,0,0,1,2,부산광역시,기장군
27,베데스다복음병원,JDQ4MTYyMiM4MSMkMSMkNCMkODkkMzgxMzUxIzExIyQyIyQzIyQwMCQzNjE0ODEjNzEjJDEjJDgjJDgz,"총 인원 : 19명 (의사 : 19, 치과의사 : 0, 한의사 : 0)","내과 (4), 신경과 (1), 외과 (1), 정형외과 (4), 신경외과 (1), 마취통증의학과 (1), 산부인과 (1), 영상의학과 (1), 진단검사의학과 (1)",hco_info_종합병원_20250518_2200.csv,19,0,0,종합병원,1,4,0,1,0,0,0,1,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,19,general_hospital,1,4,0,1,0,0,0,1,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,4,0,1,0,0,0,1,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,경상남도,양산시
28,강일병원,JDQ4MTYyMiM4MSMkMSMkNCMkODkkMzgxMzUxIzExIyQxIyQzIyQ4MiQzNjEwMDIjNzEjJDEjJDgjJDgz,"총 인원 : 34명 (의사 : 33, 치과의사 : 1, 한의사 : 0)","내과 (8), 신경과 (2), 외과 (2), 정형외과 (4), 신경외과 (1), 마취통증의학과 (1), 소아청소년과 (1), 비뇨의학과 (1), 영상의학과 (3), 진단검사의학과 (1), 재활의학과 (1), 가정의학과 (3), 응급의학과 (5), 구강악안면외과 (1), 통합치의학과 (1)",hco_info_종합병원_20250518_2200.csv,33,1,0,종합병원,3,8,0,1,1,0,1,2,5,0,3,0,4,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,2,0,0,0,0,34,general_hospital,3,8,0,1,1,0,1,2,5,0,3,0,4,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,2,0,0,0,0,3,8,0,1,1,0,1,2,5,0,3,0,4,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,2,0,0,0,0,경상남도,김해시
29,의료법인환명의료재단 조은금강병원,JDQ4MTYyMiM4MSMkMSMkNCMkODkkMzgxMzUxIzExIyQxIyQzIyQ2MiQ0NjEwMDIjNjEjJDEjJDQjJDgz,"총 인원 : 42명 (의사 : 41, 치과의사 : 1, 한의사 : 0)","내과 (10), 신경과 (2), 정신건강의학과 (2), 외과 (3), 정형외과 (3), 신경외과 (1), 마취통증의학과 (2), 산부인과 (1), 소아청소년과 (1), 피부과 (1), 비뇨의학과 (1), 영상의학과 (3), 진단검사의학과 (1), 재활의학과 (1), 가정의학과 (2), 응급의학과 (2), 직업환경의학과 (3)",hco_info_종합병원_20250518_2200.csv,41,1,0,종합병원,3,10,0,2,1,3,0,3,2,0,2,0,3,2,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,2,0,0,1,0,42,general_hospital,3,10,0,2,1,3,0,3,2,0,2,0,3,2,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,2,0,0,1,0,3,10,0,2,1,3,0,3,2,0,2,0,3,2,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,2,0,0,1,0,경상남도,김해시
30,의료법인갑을의료재단 갑을장유병원,JDQ4MTYyMiM4MSMkMSMkNCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3MiQzNjE0ODEjNDEjJDEjJDgjJDgz,"총 인원 : 27명 (의사 : 26, 치과의사 : 1, 한의사 : 0)","내과 (5), 신경과 (1), 외과 (1), 정형외과 (2), 신경외과 (1), 마취통증의학과 (1), 산부인과 (1), 소아청소년과 (1), 비뇨의학과 (1), 영상의학과 (3), 진단검사의학과 (1), 가정의학과 (1), 응급의학과 (4)",hco_info_종합병원_20250518_2200.csv,26,1,0,종합병원,3,5,0,1,0,0,0,1,4,0,1,0,2,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,27,general_hospital,3,5,0,1,0,0,0,1,4,0,1,0,2,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,3,5,0,1,0,0,0,1,4,0,1,0,2,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,경상남도,김해시
