index,name,onclick,ykiho,doctor_info,specialties,special_fields
259,명지성모병원,"HospitalMap.hospDrgMoveMap(""JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQwMyQ0NjEwMDIjNTEjJDEjJDYjJDgz"",259);",JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQwMyQ0NjEwMDIjNTEjJDEjJDYjJDgz,"총 인원 : 35명 (의사 : 35, 치과의사 : 0, 한의사 : 0)","내과 (6), 신경과 (3), 외과 (1), 정형외과 (1), 신경외과 (8), 마취통증의학과 (1), 산부인과 (2), 소아청소년과 (1), 영상의학과 (3), 진단검사의학과 (1), 재활의학과 (2), 응급의학과 (4)","내과 (6), 신경과 (3), 외과 (1), 정형외과 (1), 신경외과 (8), 마취통증의학과 (1), 산부인과 (2), 영상의학과 (3), 진단검사의학과 (1), 재활의학과 (2), 가정의학과 (0), 응급의학과 (4)"
260,가톨릭대학교 여의도성모병원,"HospitalMap.hospDrgMoveMap(""JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3OSQyNjEyMjIjODEjJDEjJDIjJDgz"",260);",JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3OSQyNjEyMjIjODEjJDEjJDIjJDgz,"총 인원 : 145명 (의사 : 143, 치과의사 : 2, 한의사 : 0)","내과 (35), 신경과 (3), 정신건강의학과 (4), 외과 (8), 정형외과 (7), 신경외과 (4), 심장혈관흉부외과 (1), 성형외과 (3), 마취통증의학과 (7), 산부인과 (4), 소아청소년과 (3), 안과 (12), 이비인후과 (4), 피부과 (2), 비뇨의학과 (4), 영상의학과 (8), 방사선종양학과 (1), 병리과 (4), 진단검사의학과 (2), 재활의학과 (4), 핵의학과 (2), 가정의학과 (4), 응급의학과 (7), 구강악안면외과 (1), 치과보존과 (1), 통합치의학과 (1)","내과 (35), 신경과 (3), 정신건강의학과 (4), 외과 (8), 정형외과 (7), 신경외과 (4), 심장혈관흉부외과 (1), 성형외과 (3), 마취통증의학과 (7), 산부인과 (4), 소아청소년과 (3), 안과 (12), 이비인후과 (4), 피부과 (2), 비뇨의학과 (4), 영상의학과 (8), 방사선종양학과 (1), 병리과 (4), 진단검사의학과 (2), 재활의학과 (4), 핵의학과 (2), 가정의학과 (4), 응급의학과 (7), 구강악안면외과 (1), 치과보존과 (1)"
261,서울성심병원,"HospitalMap.hospDrgMoveMap(""JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQxMyQyNjE0ODEjNzEjJDEjJDgjJDgz"",261);",JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQxMyQyNjE0ODEjNzEjJDEjJDgjJDgz,"총 인원 : 41명 (의사 : 40, 치과의사 : 1, 한의사 : 0)","내과 (3), 신경과 (1), 정신건강의학과 (1), 외과 (4), 정형외과 (11), 마취통증의학과 (6), 산부인과 (2), 소아청소년과 (1), 영상의학과 (2), 병리과 (1), 진단검사의학과 (1), 가정의학과 (1), 응급의학과 (1)","내과 (3), 신경과 (1), 정신건강의학과 (1), 외과 (4), 정형외과 (11), 마취통증의학과 (6), 산부인과 (2), 소아청소년과 (1), 영상의학과 (2), 병리과 (1), 진단검사의학과 (1), 재활의학과 (0), 치과교정과 (0)"
262,서울특별시 동부병원,"HospitalMap.hospDrgMoveMap(""JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ4OSQyNjE4MzIjNTEjJDEjJDYjJDgz"",262);",JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ4OSQyNjE4MzIjNTEjJDEjJDYjJDgz,"총 인원 : 37명 (의사 : 35, 치과의사 : 2, 한의사 : 0)","내과 (5), 신경과 (2), 정신건강의학과 (1), 외과 (1), 정형외과 (2), 마취통증의학과 (2), 산부인과 (1), 소아청소년과 (1), 안과 (1), 이비인후과 (1), 비뇨의학과 (1), 영상의학과 (2), 진단검사의학과 (1), 가정의학과 (4), 응급의학과 (3)","내과 (5), 신경과 (2), 정신건강의학과 (1), 외과 (1), 정형외과 (2), 마취통증의학과 (2), 산부인과 (1), 소아청소년과 (1), 안과 (1), 이비인후과 (1), 비뇨의학과 (1), 영상의학과 (2), 병리과 (0), 진단검사의학과 (1), 가정의학과 (4), 응급의학과 (3), 치과보철과 (0), 소아치과 (0), 치주과 (0), 치과보존과 (0), 구강내과 (0), 통합치의학과 (0)"
263,성애의료재단 성애병원,"HospitalMap.hospDrgMoveMap(""JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQyIyQzIyQwMCQ0NjEwMDIjNzEjJDEjJDgjJDgz"",263);",JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQyIyQzIyQwMCQ0NjEwMDIjNzEjJDEjJDgjJDgz,"총 인원 : 57명 (의사 : 56, 치과의사 : 1, 한의사 : 0)","내과 (14), 신경과 (2), 정신건강의학과 (1), 외과 (2), 정형외과 (5), 신경외과 (1), 마취통증의학과 (3), 산부인과 (1), 소아청소년과 (4), 안과 (1), 이비인후과 (1), 피부과 (1), 비뇨의학과 (1), 영상의학과 (3), 병리과 (1), 진단검사의학과 (1), 재활의학과 (1), 가정의학과 (3), 응급의학과 (7), 구강악안면외과 (1)","내과 (14), 신경과 (2), 정신건강의학과 (1), 외과 (2), 정형외과 (5), 신경외과 (1), 성형외과 (0), 마취통증의학과 (3), 산부인과 (1), 소아청소년과 (4), 안과 (1), 이비인후과 (1), 피부과 (1), 비뇨의학과 (1), 영상의학과 (3), 병리과 (1), 진단검사의학과 (1), 재활의학과 (1), 가정의학과 (3), 응급의학과 (7), 구강악안면외과 (1), 치과보철과 (0), 치주과 (0), 치과보존과 (0)"
264,한림대학교춘천성심병원,"HospitalMap.hospDrgMoveMap(""JDQ4MTYyMiM1MSMkMSMkNCMkODkkMzgxMzUxIzExIyQxIyQzIyQ4OSQyNjEyMjIjNjEjJDEjJDAjJDgz"",264);",JDQ4MTYyMiM1MSMkMSMkNCMkODkkMzgxMzUxIzExIyQxIyQzIyQ4OSQyNjEyMjIjNjEjJDEjJDAjJDgz,"총 인원 : 119명 (의사 : 118, 치과의사 : 1, 한의사 : 0)","내과 (27), 신경과 (9), 정신건강의학과 (3), 외과 (2), 정형외과 (6), 신경외과 (6), 심장혈관흉부외과 (2), 성형외과 (1), 마취통증의학과 (6), 산부인과 (2), 소아청소년과 (5), 안과 (4), 이비인후과 (4), 비뇨의학과 (2), 영상의학과 (4), 병리과 (2), 진단검사의학과 (2), 재활의학과 (1), 핵의학과 (1), 가정의학과 (5), 응급의학과 (12), 구강악안면외과 (1)","내과 (27), 신경과 (9), 정신건강의학과 (3), 외과 (2), 정형외과 (6), 신경외과 (6), 심장혈관흉부외과 (2), 성형외과 (1), 마취통증의학과 (6), 산부인과 (2), 소아청소년과 (5), 안과 (4), 이비인후과 (4), 피부과 (0), 비뇨의학과 (2), 영상의학과 (4), 방사선종양학과 (0), 병리과 (2), 진단검사의학과 (2), 재활의학과 (1), 핵의학과 (1), 가정의학과 (5), 응급의학과 (12), 구강악안면외과 (1)"
265,서울특별시서울의료원,"HospitalMap.hospDrgMoveMap(""JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQyIyQ3IyQwMCQyNjEyMjIjNjEjJDEjJDgjJDgz"",265);",JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQyIyQ3IyQwMCQyNjEyMjIjNjEjJDEjJDgjJDgz,"총 인원 : 167명 (의사 : 162, 치과의사 : 4, 한의사 : 1)","내과 (40), 신경과 (7), 정신건강의학과 (5), 외과 (12), 정형외과 (7), 신경외과 (5), 심장혈관흉부외과 (3), 마취통증의학과 (6), 산부인과 (4), 소아청소년과 (8), 안과 (1), 이비인후과 (3), 피부과 (2), 비뇨의학과 (4), 영상의학과 (8), 방사선종양학과 (1), 병리과 (3), 진단검사의학과 (2), 결핵과 (1), 재활의학과 (3), 핵의학과 (1), 가정의학과 (6), 응급의학과 (17), 직업환경의학과 (2), 예방의학과 (1), 구강악안면외과 (1), 치과보철과 (2), 통합치의학과 (1)","내과 (40), 신경과 (7), 정신건강의학과 (5), 외과 (12), 정형외과 (7), 신경외과 (5), 심장혈관흉부외과 (3), 성형외과 (0), 마취통증의학과 (6), 산부인과 (4), 소아청소년과 (8), 안과 (1), 이비인후과 (3), 피부과 (2), 비뇨의학과 (4), 영상의학과 (8), 방사선종양학과 (1), 병리과 (3), 진단검사의학과 (2), 재활의학과 (3), 핵의학과 (1), 가정의학과 (6), 응급의학과 (17), 직업환경의학과 (2), 구강악안면외과 (1), 치과보철과 (2), 치과보존과 (0), 침구과 (0)"
266,국립중앙의료원,"HospitalMap.hospDrgMoveMap(""JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQyIyQ3IyQwMCQyNjEwMDIjODEjJDEjJDIjJDgz"",266);",JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQyIyQ3IyQwMCQyNjEwMDIjODEjJDEjJDIjJDgz,"총 인원 : 173명 (의사 : 161, 치과의사 : 5, 한의사 : 7)","내과 (28), 신경과 (7), 정신건강의학과 (4), 외과 (12), 정형외과 (7), 신경외과 (2), 심장혈관흉부외과 (5), 성형외과 (1), 마취통증의학과 (3), 산부인과 (4), 소아청소년과 (2), 안과 (4), 이비인후과 (4), 피부과 (3), 비뇨의학과 (4), 영상의학과 (4), 방사선종양학과 (1), 병리과 (3), 진단검사의학과 (2), 재활의학과 (1), 핵의학과 (1), 가정의학과 (3), 응급의학과 (22), 예방의학과 (5), 구강악안면외과 (1), 치과보존과 (1), 통합치의학과 (4), 한방내과 (1), 한방신경정신과 (1), 침구과 (2)","내과 (28), 신경과 (7), 정신건강의학과 (4), 외과 (12), 정형외과 (7), 신경외과 (2), 심장혈관흉부외과 (5), 성형외과 (1), 마취통증의학과 (3), 산부인과 (4), 소아청소년과 (2), 안과 (4), 이비인후과 (4), 피부과 (3), 비뇨의학과 (4), 영상의학과 (4), 방사선종양학과 (1), 병리과 (3), 진단검사의학과 (2), 재활의학과 (1), 핵의학과 (1), 가정의학과 (3), 응급의학과 (22), 직업환경의학과 (0), 구강악안면외과 (1), 치과보철과 (0), 치과교정과 (0), 치주과 (0), 치과보존과 (1), 구강내과 (0), 영상치의학과 (0), 예방치과 (0), 통합치의학과 (4), 한방내과 (1), 한방신경정신과 (1), 침구과 (2)"
267,의료법인 록향의료재단 신천연합병원,"HospitalMap.hospDrgMoveMap(""JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ4MiQyNjE4MzIjNjEjJDEjJDQjJDgz"",267);",JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ4MiQyNjE4MzIjNjEjJDEjJDQjJDgz,"총 인원 : 28명 (의사 : 27, 치과의사 : 1, 한의사 : 0)","내과 (7), 신경과 (1), 정신건강의학과 (1), 외과 (1), 정형외과 (2), 신경외과 (1), 마취통증의학과 (1), 산부인과 (2), 소아청소년과 (1), 영상의학과 (2), 진단검사의학과 (1), 가정의학과 (3), 응급의학과 (2), 통합치의학과 (1)","내과 (7), 신경과 (1), 정신건강의학과 (1), 외과 (1), 정형외과 (2), 신경외과 (1), 마취통증의학과 (1), 산부인과 (2), 소아청소년과 (1), 영상의학과 (2), 진단검사의학과 (1), 가정의학과 (3), 응급의학과 (2), 직업환경의학과 (0), 치과 (0), 치주과 (0)"
268,남양주 한양병원,"HospitalMap.hospDrgMoveMap(""JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQxMyQ0NjEwMDIjNjEjJDEjJDgjJDgz"",268);",JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQxMyQ0NjEwMDIjNjEjJDEjJDgjJDgz,"총 인원 : 35명 (의사 : 34, 치과의사 : 1, 한의사 : 0)","내과 (9), 신경과 (1), 외과 (3), 정형외과 (3), 신경외과 (3), 심장혈관흉부외과 (1), 성형외과 (1), 마취통증의학과 (1), 산부인과 (1), 이비인후과 (1), 영상의학과 (1), 진단검사의학과 (1), 가정의학과 (1), 응급의학과 (2)","내과 (9), 신경과 (1), 외과 (3), 정형외과 (3), 신경외과 (3), 심장혈관흉부외과 (1), 성형외과 (1), 마취통증의학과 (1), 산부인과 (1), 이비인후과 (1), 비뇨의학과 (0), 영상의학과 (1), 진단검사의학과 (1), 응급의학과 (2), 구강악안면외과 (0), 치과보철과 (0), 치과교정과 (0), 소아치과 (0), 치주과 (0), 치과보존과 (0), 구강내과 (0), 영상치의학과 (0), 구강병리과 (0), 예방치과 (0), 통합치의학과 (0)"
269,씨엠병원,"HospitalMap.hospDrgMoveMap(""JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQ3IyQ5OSQzNjE0ODEjNjEjJDEjJDQjJDgz"",269);",JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQ3IyQ5OSQzNjE0ODEjNjEjJDEjJDQjJDgz,"총 인원 : 30명 (의사 : 30, 치과의사 : 0, 한의사 : 0)","내과 (5), 신경과 (1), 외과 (2), 정형외과 (11), 신경외과 (1), 성형외과 (1), 마취통증의학과 (2), 산부인과 (1), 영상의학과 (2), 진단검사의학과 (1)","내과 (5), 신경과 (1), 외과 (2), 정형외과 (11), 신경외과 (1), 성형외과 (1), 마취통증의학과 (2), 산부인과 (1), 영상의학과 (2), 진단검사의학과 (1)"
270,한림대학교 한강성심병원,"HospitalMap.hospDrgMoveMap(""JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ5OSQzNjEwMDIjNzEjJDEjJDgjJDgz"",270);",JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ5OSQzNjEwMDIjNzEjJDEjJDgjJDgz,"총 인원 : 23명 (의사 : 23, 치과의사 : 0, 한의사 : 0)","내과 (1), 정신건강의학과 (1), 외과 (10), 성형외과 (3), 마취통증의학과 (2), 소아청소년과 (1), 영상의학과 (1), 진단검사의학과 (1), 재활의학과 (3)","내과 (1), 신경과 (0), 정신건강의학과 (1), 외과 (10), 정형외과 (0), 신경외과 (0), 심장혈관흉부외과 (0), 성형외과 (3), 마취통증의학과 (2), 산부인과 (0), 소아청소년과 (1), 안과 (0), 이비인후과 (0), 피부과 (0), 비뇨의학과 (0), 영상의학과 (1), 병리과 (0), 진단검사의학과 (1), 재활의학과 (3), 가정의학과 (0), 응급의학과 (0), 직업환경의학과 (0), 구강악안면외과 (0)"
271,구로성심병원,"HospitalMap.hospDrgMoveMap(""JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQyIyQ3IyQwMCQ0NjE0ODEjNjEjJDEjJDQjJDgz"",271);",JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQyIyQ3IyQwMCQ0NjE0ODEjNjEjJDEjJDQjJDgz,"총 인원 : 37명 (의사 : 37, 치과의사 : 0, 한의사 : 0)","내과 (8), 신경과 (1), 외과 (5), 정형외과 (3), 신경외과 (1), 심장혈관흉부외과 (1), 성형외과 (1), 마취통증의학과 (2), 산부인과 (1), 비뇨의학과 (1), 영상의학과 (3), 병리과 (1), 가정의학과 (3), 응급의학과 (5), 직업환경의학과 (2), 예방의학과 (1)","내과 (8), 신경과 (1), 외과 (5), 정형외과 (3), 신경외과 (1), 심장혈관흉부외과 (1), 성형외과 (1), 마취통증의학과 (2), 산부인과 (1), 이비인후과 (0), 비뇨의학과 (1), 영상의학과 (3), 병리과 (1), 응급의학과 (5), 직업환경의학과 (2)"
272,인천힘찬종합병원,"HospitalMap.hospDrgMoveMap(""JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQ3IyQ2MiQyNjEyMjIjODEjJDEjJDYjJDgz"",272);",JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQ3IyQ2MiQyNjEyMjIjODEjJDEjJDYjJDgz,"총 인원 : 43명 (의사 : 43, 치과의사 : 0, 한의사 : 0)","내과 (10), 신경과 (1), 외과 (1), 정형외과 (6), 신경외과 (4), 마취통증의학과 (3), 산부인과 (1), 소아청소년과 (1), 비뇨의학과 (1), 영상의학과 (4), 진단검사의학과 (1), 재활의학과 (1), 가정의학과 (1), 응급의학과 (6), 직업환경의학과 (1)","내과 (10), 신경과 (1), 외과 (1), 정형외과 (6), 신경외과 (4), 마취통증의학과 (3), 산부인과 (1), 소아청소년과 (1), 비뇨의학과 (1), 영상의학과 (4), 진단검사의학과 (1), 재활의학과 (1), 가정의학과 (1), 응급의학과 (6), 직업환경의학과 (1), 예방치과 (0)"
273,한국원자력의학원원자력병원,"HospitalMap.hospDrgMoveMap(""JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQ3IyQ5OSQ0NjEwMDIjNjEjJDEjJDgjJDgz"",273);",JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQ3IyQ5OSQ0NjEwMDIjNjEjJDEjJDgjJDgz,"총 인원 : 138명 (의사 : 136, 치과의사 : 2, 한의사 : 0)","내과 (25), 신경과 (4), 정신건강의학과 (1), 외과 (16), 정형외과 (4), 신경외과 (3), 심장혈관흉부외과 (3), 마취통증의학과 (6), 산부인과 (5), 소아청소년과 (3), 안과 (1), 이비인후과 (4), 피부과 (1), 비뇨의학과 (3), 영상의학과 (9), 방사선종양학과 (5), 병리과 (5), 진단검사의학과 (4), 핵의학과 (6), 가정의학과 (2), 예방의학과 (1), 통합치의학과 (2)","내과 (25), 신경과 (4), 정신건강의학과 (1), 외과 (16), 정형외과 (4), 신경외과 (3), 심장혈관흉부외과 (3), 성형외과 (0), 마취통증의학과 (6), 산부인과 (5), 소아청소년과 (3), 안과 (1), 이비인후과 (4), 피부과 (1), 비뇨의학과 (3), 영상의학과 (9), 방사선종양학과 (5), 병리과 (5), 진단검사의학과 (4), 핵의학과 (6), 가정의학과 (2), 응급의학과 (0), 구강악안면외과 (0), 치과보철과 (0), 치과교정과 (0), 소아치과 (0), 치주과 (0), 치과보존과 (0), 구강내과 (0), 영상치의학과 (0), 예방치과 (0)"
274,서울적십자병원,"HospitalMap.hospDrgMoveMap(""JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ4OSQyNjE0ODEjODEjJDEjJDYjJDgz"",274);",JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ4OSQyNjE0ODEjODEjJDEjJDYjJDgz,"총 인원 : 46명 (의사 : 45, 치과의사 : 1, 한의사 : 0)","내과 (10), 신경과 (1), 정신건강의학과 (1), 외과 (3), 정형외과 (5), 심장혈관흉부외과 (1), 마취통증의학과 (2), 산부인과 (2), 소아청소년과 (1), 안과 (1), 이비인후과 (1), 피부과 (1), 비뇨의학과 (1), 영상의학과 (2), 병리과 (1), 진단검사의학과 (1), 가정의학과 (2), 응급의학과 (1), 통합치의학과 (1)","내과 (10), 신경과 (1), 정신건강의학과 (1), 외과 (3), 정형외과 (5), 마취통증의학과 (2), 산부인과 (2), 소아청소년과 (1), 안과 (1), 이비인후과 (1), 피부과 (1), 비뇨의학과 (1), 영상의학과 (2), 병리과 (1), 진단검사의학과 (1), 가정의학과 (2), 응급의학과 (1), 통합치의학과 (1)"
275,노원을지대학교병원,"HospitalMap.hospDrgMoveMap(""JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQ3IyQ3OSQyNjEwMDIjNjEjJDEjJDgjJDgz"",275);",JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQ3IyQ3OSQyNjEwMDIjNjEjJDEjJDgjJDgz,"총 인원 : 144명 (의사 : 141, 치과의사 : 3, 한의사 : 0)","내과 (29), 신경과 (7), 정신건강의학과 (7), 외과 (6), 정형외과 (8), 신경외과 (6), 심장혈관흉부외과 (2), 성형외과 (3), 마취통증의학과 (6), 산부인과 (8), 소아청소년과 (9), 안과 (5), 이비인후과 (5), 피부과 (3), 비뇨의학과 (5), 영상의학과 (6), 방사선종양학과 (1), 병리과 (2), 진단검사의학과 (1), 재활의학과 (3), 핵의학과 (1), 가정의학과 (3), 응급의학과 (5), 치과교정과 (1), 치주과 (1)","내과 (29), 신경과 (7), 정신건강의학과 (7), 외과 (6), 정형외과 (8), 신경외과 (6), 심장혈관흉부외과 (2), 성형외과 (3), 마취통증의학과 (6), 산부인과 (8), 소아청소년과 (9), 안과 (5), 이비인후과 (5), 피부과 (3), 비뇨의학과 (5), 영상의학과 (6), 방사선종양학과 (1), 병리과 (2), 진단검사의학과 (1), 재활의학과 (3), 핵의학과 (1), 가정의학과 (3), 응급의학과 (5), 구강악안면외과 (0), 치과보철과 (0), 치과교정과 (1)"
276,세란병원,"HospitalMap.hospDrgMoveMap(""JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQ3IyQ3OSQzNjEwMDIjODEjJDEjJDYjJDgz"",276);",JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQ3IyQ3OSQzNjEwMDIjODEjJDEjJDYjJDgz,"총 인원 : 57명 (의사 : 57, 치과의사 : 0, 한의사 : 0)","내과 (5), 신경과 (5), 외과 (7), 정형외과 (8), 신경외과 (6), 마취통증의학과 (2), 산부인과 (1), 소아청소년과 (1), 안과 (4), 비뇨의학과 (1), 영상의학과 (6), 진단검사의학과 (1), 가정의학과 (2), 응급의학과 (1)","내과 (5), 신경과 (5), 외과 (7), 정형외과 (8), 신경외과 (6), 마취통증의학과 (2), 산부인과 (1), 소아청소년과 (1), 안과 (4), 비뇨의학과 (1), 영상의학과 (6), 진단검사의학과 (1), 가정의학과 (2), 응급의학과 (1), 치과 (0)"
277,부천세종병원,"HospitalMap.hospDrgMoveMap(""JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ4OSQyNjEyMjIjNDEjJDEjJDgjJDgz"",277);",JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ4OSQyNjEyMjIjNDEjJDEjJDgjJDgz,"총 인원 : 82명 (의사 : 81, 치과의사 : 1, 한의사 : 0)","내과 (26), 신경과 (2), 정신건강의학과 (1), 외과 (3), 정형외과 (1), 신경외과 (2), 심장혈관흉부외과 (9), 마취통증의학과 (4), 산부인과 (2), 소아청소년과 (8), 비뇨의학과 (1), 영상의학과 (5), 병리과 (1), 진단검사의학과 (1), 재활의학과 (1), 핵의학과 (1), 가정의학과 (2), 응급의학과 (10)","내과 (26), 신경과 (2), 정신건강의학과 (1), 외과 (3), 정형외과 (1), 신경외과 (2), 심장혈관흉부외과 (9), 마취통증의학과 (4), 산부인과 (2), 소아청소년과 (8), 이비인후과 (0), 피부과 (0), 비뇨의학과 (1), 영상의학과 (5), 병리과 (1), 진단검사의학과 (1), 재활의학과 (1), 가정의학과 (2), 응급의학과 (10), 구강악안면외과 (0), 치과보철과 (0), 소아치과 (0), 치주과 (0), 치과보존과 (0), 구강내과 (0), 영상치의학과 (0), 구강병리과 (0), 예방치과 (0)"
278,홍익병원,"HospitalMap.hospDrgMoveMap(""JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQxMyQyNjEyMjIjNTEjJDEjJDYjJDgz"",278);",JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQxMyQyNjEyMjIjNTEjJDEjJDYjJDgz,"총 인원 : 51명 (의사 : 50, 치과의사 : 1, 한의사 : 0)","내과 (11), 신경과 (2), 외과 (3), 정형외과 (5), 신경외과 (3), 성형외과 (1), 마취통증의학과 (2), 산부인과 (2), 소아청소년과 (1), 이비인후과 (1), 비뇨의학과 (1), 영상의학과 (6), 진단검사의학과 (1), 가정의학과 (2), 응급의학과 (7)","내과 (11), 신경과 (2), 정신건강의학과 (0), 외과 (3), 정형외과 (5), 신경외과 (3), 성형외과 (1), 마취통증의학과 (2), 산부인과 (2), 소아청소년과 (1), 안과 (0), 이비인후과 (1), 비뇨의학과 (1), 영상의학과 (6), 진단검사의학과 (1), 가정의학과 (2), 응급의학과 (7), 구강악안면외과 (0), 치과보철과 (0), 치과교정과 (0)"
279,서울특별시서남병원,"HospitalMap.hospDrgMoveMap(""JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQyIyQ3IyQwMCQzNjE4MzIjNzEjJDEjJDgjJDgz"",279);",JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQyIyQ3IyQwMCQzNjE4MzIjNzEjJDEjJDgjJDgz,"총 인원 : 51명 (의사 : 50, 치과의사 : 1, 한의사 : 0)","내과 (12), 신경과 (2), 외과 (2), 정형외과 (4), 심장혈관흉부외과 (1), 마취통증의학과 (2), 산부인과 (1), 소아청소년과 (2), 이비인후과 (1), 비뇨의학과 (1), 영상의학과 (3), 병리과 (1), 진단검사의학과 (1), 재활의학과 (2), 가정의학과 (4), 응급의학과 (11), 치주과 (1)","내과 (12), 신경과 (2), 정신건강의학과 (0), 외과 (2), 정형외과 (4), 심장혈관흉부외과 (1), 마취통증의학과 (2), 산부인과 (1), 소아청소년과 (2), 이비인후과 (1), 비뇨의학과 (1), 영상의학과 (3), 병리과 (1), 진단검사의학과 (1), 재활의학과 (2), 가정의학과 (4), 응급의학과 (11), 구강악안면외과 (0)"
280,가톨릭대학교부천성모병원,"HospitalMap.hospDrgMoveMap(""JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ5OSQyNjEwMDIjNDEjJDEjJDQjJDgz"",280);",JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ5OSQyNjEwMDIjNDEjJDEjJDQjJDgz,"총 인원 : 166명 (의사 : 157, 치과의사 : 9, 한의사 : 0)","내과 (33), 신경과 (2), 정신건강의학과 (2), 외과 (14), 정형외과 (9), 신경외과 (9), 심장혈관흉부외과 (3), 성형외과 (2), 마취통증의학과 (7), 산부인과 (7), 소아청소년과 (7), 안과 (5), 이비인후과 (4), 피부과 (3), 비뇨의학과 (4), 영상의학과 (9), 방사선종양학과 (2), 병리과 (5), 진단검사의학과 (2), 재활의학과 (3), 핵의학과 (3), 가정의학과 (6), 응급의학과 (10), 구강악안면외과 (2), 치과교정과 (1), 통합치의학과 (3)","내과 (33), 신경과 (2), 정신건강의학과 (2), 외과 (14), 정형외과 (9), 신경외과 (9), 심장혈관흉부외과 (3), 성형외과 (2), 마취통증의학과 (7), 산부인과 (7), 소아청소년과 (7), 안과 (5), 이비인후과 (4), 피부과 (3), 비뇨의학과 (4), 영상의학과 (9), 방사선종양학과 (2), 병리과 (5), 진단검사의학과 (2), 재활의학과 (3), 핵의학과 (3), 가정의학과 (6), 응급의학과 (10), 구강악안면외과 (2), 치과교정과 (1)"
